RESULTAT,SPECID,EXTID,ANALYSIS,VALUEPPM
2023-06-13 23:00:00,MywWQV,10574,ID01-FD,276
2023-06-13 23:00:00,5O6gHF,10574,ID02-SV,610
2023-06-13 23:00:00,lkjute,10574,ID03-MB,1170
2023-06-15 18:00:00,XM4kyz,10578,ID01-FD,848
2023-06-15 18:00:00,uHZlm9,10578,ID02-SV,208
2023-06-15 18:00:00,Vs6e2z,10578,ID03-MB,1028
2023-06-15 18:00:00,Ni1VPx,10580,ID01-FD,941
2023-06-15 18:00:00,1g2ET5,10580,ID02-SV,482
2023-06-15 18:00:00,OjuL8b,10580,ID03-MB,229
2023-06-15 18:00:00,euFng1,10581,ID01-FD,613
2023-06-15 18:00:00,PczQWY,10581,ID02-SV,559
2023-06-15 18:00:00,8IOs09,10581,ID03-MB,1169
2023-06-15 18:00:00,sRThZ9,10584,ID01-FD,1191
2023-06-15 18:00:00,YUc7wp,10584,ID02-SV,403
2023-06-15 18:00:00,SwfqFV,10584,ID03-MB,472
2023-06-15 18:00:00,OGCoYk,10585,ID01-FD,918
2023-06-15 18:00:00,ETyoh2,10585,ID02-SV,723
2023-06-15 18:00:00,vQkoyt,10585,ID03-MB,155
2023-06-15 18:00:00,FRZCyr,10587,ID01-FD,138
2023-06-15 18:00:00,PBxV8L,10587,ID02-SV,304
2023-06-15 18:00:00,onzwKk,10587,ID03-MB,164
2023-06-15 18:00:00,g4SLV8,10590,ID01-FD,132
2023-06-15 18:00:00,6wWfeZ,10590,ID02-SV,601
2023-06-15 18:00:00,2MqPle,10590,ID03-MB,1043
2023-06-15 18:00:00,K9ke3O,10592,ID01-FD,801
2023-06-15 18:00:00,Vrsa0R,10592,ID02-SV,464
2023-06-15 18:00:00,zy5BVX,10592,ID03-MB,903
2023-06-15 18:00:00,IgcYUo,10593,ID01-FD,930
2023-06-15 18:00:00,KnyO4t,10593,ID02-SV,643
2023-06-15 18:00:00,coalDs,10593,ID03-MB,371
2023-06-15 18:00:00,KSvAFU,10594,ID01-FD,507
2023-06-15 18:00:00,nhEUAd,10594,ID02-SV,503
2023-06-15 18:00:00,SeQphF,10594,ID03-MB,684
2023-06-15 18:00:00,kmnCjV,10599,ID01-FD,530
2023-06-15 18:00:00,Xv2QqK,10599,ID02-SV,298
2023-06-15 18:00:00,ArTUSs,10599,ID03-MB,696
2023-06-15 18:00:00,GWoAcH,10601,ID01-FD,925
2023-06-15 18:00:00,7PfsAt,10601,ID02-SV,1055
2023-06-15 18:00:00,pwj8c1,10601,ID03-MB,549
2023-06-15 18:00:00,VbE2l7,10602,ID01-FD,401
2023-06-15 18:00:00,FHPtW3,10602,ID02-SV,887
2023-06-15 18:00:00,UDf0K5,10602,ID03-MB,538
2023-06-15 18:00:00,ylvJOe,10604,ID01-FD,290
2023-06-15 18:00:00,J7h5Zv,10604,ID02-SV,501
2023-06-15 18:00:00,VZIzKR,10604,ID03-MB,1000
2023-06-15 18:00:00,Vu4dQC,10608,ID01-FD,608
2023-06-15 18:00:00,0pJb8w,10608,ID02-SV,106
2023-06-15 18:00:00,XPNb8e,10608,ID03-MB,1048
2023-06-15 18:00:00,olkw4U,10609,ID01-FD,91
2023-06-15 18:00:00,WtZTDc,10609,ID02-SV,331
2023-06-15 18:00:00,7WyTIx,10609,ID03-MB,491
2023-06-15 18:00:00,jw3t6A,10611,ID01-FD,219
2023-06-15 18:00:00,0pIGjm,10611,ID02-SV,139
2023-06-15 18:00:00,h9UF3l,10611,ID03-MB,798
2023-06-15 18:00:00,6cKaw7,10612,ID01-FD,91
2023-06-15 18:00:00,TGKxw8,10612,ID02-SV,545
2023-06-15 18:00:00,jMA9Qe,10612,ID03-MB,313
2023-06-15 18:00:00,Crl4OT,10613,ID01-FD,724
2023-06-15 18:00:00,yQvNlW,10613,ID02-SV,528
2023-06-15 18:00:00,RrHJUN,10613,ID03-MB,1163
2023-06-15 18:00:00,7Xkyb9,10614,ID01-FD,1150
2023-06-15 18:00:00,0En7mC,10614,ID02-SV,896
2023-06-15 18:00:00,LH0a6g,10614,ID03-MB,751
2023-06-15 18:00:00,5hSvdp,10615,ID01-FD,342
2023-06-15 18:00:00,ldgBjL,10615,ID02-SV,1009
2023-06-15 18:00:00,rhBS7M,10615,ID03-MB,176
2023-06-15 18:00:00,hTJcMa,10616,ID01-FD,452
2023-06-15 18:00:00,Oamjwn,10616,ID02-SV,769
2023-06-15 18:00:00,whnlMo,10616,ID03-MB,811
2023-06-15 18:00:00,X70lN6,10618,ID01-FD,598
2023-06-15 18:00:00,wi0v3e,10618,ID02-SV,581
2023-06-15 18:00:00,g8kOAT,10618,ID03-MB,508
2023-06-15 18:00:00,T8bFn7,10620,ID01-FD,702
2023-06-15 18:00:00,hMDBIm,10620,ID02-SV,199
2023-06-15 18:00:00,l3tMUR,10620,ID03-MB,419
2023-06-15 18:00:00,oPtcIq,10624,ID01-FD,198
2023-06-15 18:00:00,afeTCV,10624,ID02-SV,382
2023-06-15 18:00:00,aTE6fv,10624,ID03-MB,202
2023-06-15 18:00:00,Fi542c,10630,ID01-FD,715
2023-06-15 18:00:00,WnLB80,10630,ID02-SV,129
2023-06-15 18:00:00,7gVsyx,10630,ID03-MB,1126
2023-06-15 18:00:00,cOdotr,10631,ID01-FD,1173
2023-06-15 18:00:00,TE9MpR,10631,ID02-SV,1161
2023-06-15 18:00:00,8n4sie,10631,ID03-MB,295
2023-06-15 18:00:00,1MEqBx,10632,ID01-FD,1103
2023-06-15 18:00:00,OBA2fj,10632,ID02-SV,720
2023-06-15 18:00:00,usl1BH,10632,ID03-MB,560
2023-06-15 18:00:00,0ujVQN,10633,ID01-FD,941
2023-06-15 18:00:00,3fRCTK,10633,ID02-SV,649
2023-06-15 18:00:00,gfe0u7,10633,ID03-MB,235
2023-06-15 18:00:00,s3W5zt,10634,ID01-FD,879
2023-06-15 18:00:00,GIgHBJ,10634,ID02-SV,1107
2023-06-15 18:00:00,tfcM08,10634,ID03-MB,416
2023-06-15 18:00:00,XLfUbD,10635,ID01-FD,920
2023-06-15 18:00:00,dS3aWy,10635,ID02-SV,697
2023-06-15 18:00:00,Kew62p,10635,ID03-MB,778
2023-06-15 18:00:00,MPtN0n,10638,ID01-FD,177
2023-06-15 18:00:00,smYjWK,10638,ID02-SV,890
2023-06-15 18:00:00,GhP2iu,10638,ID03-MB,645
2023-06-15 18:00:00,31N0dy,10639,ID01-FD,546
2023-06-15 18:00:00,wkJIDF,10639,ID02-SV,1032
2023-06-15 18:00:00,W6Lejv,10639,ID03-MB,1046
2023-06-15 18:00:00,gyMO0t,10642,ID01-FD,920
2023-06-15 18:00:00,EDvyO9,10642,ID02-SV,266
2023-06-15 18:00:00,QRudbc,10642,ID03-MB,453
2023-06-15 18:00:00,HcKDJe,10644,ID01-FD,269
2023-06-15 18:00:00,SOqboZ,10644,ID02-SV,554
2023-06-15 18:00:00,zn1bqD,10644,ID03-MB,568
2023-06-15 18:00:00,tuavkP,10645,ID01-FD,1013
2023-06-15 18:00:00,7VGdOu,10645,ID02-SV,874
2023-06-15 18:00:00,XAWSw5,10645,ID03-MB,949
2023-06-15 18:00:00,rCoVL8,10647,ID01-FD,563
2023-06-15 18:00:00,bnYoBW,10647,ID02-SV,694
2023-06-15 18:00:00,PO4zU7,10647,ID03-MB,447
2023-06-15 18:00:00,46aweV,10648,ID01-FD,287
2023-06-15 18:00:00,dvzQCH,10648,ID02-SV,927
2023-06-15 18:00:00,Gmh7Xe,10648,ID03-MB,799
2023-06-15 18:00:00,VtNWMp,10653,ID01-FD,259
2023-06-15 18:00:00,BYdTQM,10653,ID02-SV,573
2023-06-15 18:00:00,E4C21X,10653,ID03-MB,889
2023-06-15 18:00:00,7QTzjk,10655,ID01-FD,1134
2023-06-15 18:00:00,vBX2lo,10655,ID02-SV,803
2023-06-15 18:00:00,3fTK7H,10655,ID03-MB,948
2023-06-15 18:00:00,lLbPaG,10656,ID01-FD,977
2023-06-15 18:00:00,QFL4GD,10656,ID02-SV,1158
2023-06-15 18:00:00,6B9jag,10656,ID03-MB,480
2023-06-15 18:00:00,f7HN0G,10658,ID01-FD,1042
2023-06-15 18:00:00,GlQgRo,10658,ID02-SV,1163
2023-06-15 18:00:00,wS6tVF,10658,ID03-MB,369
2023-06-15 18:00:00,7idUae,10659,ID01-FD,352
2023-06-15 18:00:00,XhGIiN,10659,ID02-SV,1187
2023-06-15 18:00:00,xQYDRo,10659,ID03-MB,388
2023-06-15 18:00:00,fGZBSJ,10661,ID01-FD,486
2023-06-15 18:00:00,tB2JFf,10661,ID02-SV,618
2023-06-15 18:00:00,5SVRGb,10661,ID03-MB,53
2023-06-15 18:00:00,iBDVrA,10662,ID01-FD,332
2023-06-15 18:00:00,kZvXxS,10662,ID02-SV,960
2023-06-15 18:00:00,4wIU1j,10662,ID03-MB,889
2023-06-15 18:00:00,RQxFC8,10664,ID01-FD,326
2023-06-15 18:00:00,Eg4uvG,10664,ID02-SV,699
2023-06-15 18:00:00,lKUzCN,10664,ID03-MB,897
2023-06-15 18:00:00,7ifYIo,10665,ID01-FD,179
2023-06-15 18:00:00,SkLQzK,10665,ID02-SV,165
2023-06-15 18:00:00,Ytobac,10665,ID03-MB,787
2023-06-15 18:00:00,SFVGW4,10671,ID01-FD,544
2023-06-15 18:00:00,m9rjY4,10671,ID02-SV,717
2023-06-15 18:00:00,irflYy,10671,ID03-MB,1083
2023-06-15 18:00:00,2TwXES,10672,ID01-FD,234
2023-06-15 18:00:00,Pgc0jL,10672,ID02-SV,658
2023-06-15 18:00:00,kCdjTN,10672,ID03-MB,731
2023-06-15 18:00:00,cEAv9p,10673,ID01-FD,159
2023-06-15 18:00:00,hAYQGd,10673,ID02-SV,526
2023-06-15 18:00:00,t8K0JN,10673,ID03-MB,1159
2023-06-15 18:00:00,wIk8BA,10674,ID01-FD,104
2023-06-15 18:00:00,t2cjP0,10674,ID02-SV,997
2023-06-15 18:00:00,rxwIkD,10674,ID03-MB,502
2023-06-15 18:00:00,EVGa58,10675,ID01-FD,80
2023-06-15 18:00:00,8GME7I,10675,ID02-SV,703
2023-06-15 18:00:00,HsOzyB,10675,ID03-MB,381
2023-06-15 18:00:00,x9tzOh,10677,ID01-FD,266
2023-06-15 18:00:00,THjsN0,10677,ID02-SV,908
2023-06-15 18:00:00,XdlLsi,10677,ID03-MB,1041
2023-06-15 18:00:00,wDneUz,10681,ID01-FD,984
2023-06-15 18:00:00,tNPFka,10681,ID02-SV,816
2023-06-15 18:00:00,ay5URE,10681,ID03-MB,1112
2023-06-15 18:00:00,PkeOg0,10682,ID01-FD,505
2023-06-15 18:00:00,spV57j,10682,ID02-SV,1171
2023-06-15 18:00:00,PLYhgs,10682,ID03-MB,478
2023-06-15 18:00:00,fERNDL,10683,ID01-FD,489
2023-06-15 18:00:00,6e4tD5,10683,ID02-SV,962
2023-06-15 18:00:00,FfEQKl,10683,ID03-MB,463
2023-06-15 18:00:00,F5o8ia,10684,ID01-FD,50
2023-06-15 18:00:00,qkt1ra,10684,ID02-SV,355
2023-06-15 18:00:00,oksxET,10684,ID03-MB,61
2023-06-15 18:00:00,7lJQIy,10686,ID01-FD,1139
2023-06-15 18:00:00,IXQFw0,10686,ID02-SV,508
2023-06-15 18:00:00,7UHhYT,10686,ID03-MB,1023
2023-06-15 18:00:00,UNp0GQ,10689,ID01-FD,403
2023-06-15 18:00:00,Vo15bl,10689,ID02-SV,995
2023-06-15 18:00:00,ImBYCb,10689,ID03-MB,405
2023-06-15 18:00:00,fIHa4U,10692,ID01-FD,512
2023-06-15 18:00:00,mDIhlH,10692,ID02-SV,82
2023-06-15 18:00:00,iorTdc,10692,ID03-MB,1169
2023-06-15 18:00:00,J352T8,10693,ID01-FD,1132
2023-06-15 18:00:00,tjecwD,10693,ID02-SV,904
2023-06-15 18:00:00,I9VXK1,10693,ID03-MB,244
2023-06-15 18:00:00,A61dow,10694,ID01-FD,101
2023-06-15 18:00:00,AqoDjl,10694,ID02-SV,450
2023-06-15 18:00:00,U9WMT8,10694,ID03-MB,764
2023-06-15 18:00:00,VETLfy,10695,ID01-FD,422
2023-06-15 18:00:00,eSgo1D,10695,ID02-SV,115
2023-06-15 18:00:00,arjGCV,10695,ID03-MB,251
2023-06-15 18:00:00,oW0Sqk,10696,ID01-FD,848
2023-06-15 18:00:00,nmPWYE,10696,ID02-SV,1023
2023-06-15 18:00:00,dJEfQD,10696,ID03-MB,1159
2023-06-15 18:00:00,akhIBW,10697,ID01-FD,193
2023-06-15 18:00:00,sY7jRB,10697,ID02-SV,590
2023-06-15 18:00:00,aJDw3b,10697,ID03-MB,1139
2023-06-15 18:00:00,nOA1iU,10698,ID01-FD,290
2023-06-15 18:00:00,d2zmBu,10698,ID02-SV,232
2023-06-15 18:00:00,orsZnO,10698,ID03-MB,889
2023-06-15 18:00:00,M7o1uN,10699,ID01-FD,1100
2023-06-15 18:00:00,kBVMwZ,10699,ID02-SV,400
2023-06-15 18:00:00,Qq2K0E,10699,ID03-MB,54
2023-06-15 18:00:00,tWlNdJ,10700,ID01-FD,252
2023-06-15 18:00:00,9JeEd2,10700,ID02-SV,969
2023-06-15 18:00:00,E4RMZD,10700,ID03-MB,111
2023-06-15 18:00:00,kN1UGM,10701,ID01-FD,1001
2023-06-15 18:00:00,qh7UWo,10701,ID02-SV,887
2023-06-15 18:00:00,Lbzd90,10701,ID03-MB,498
2023-06-15 18:00:00,fhJps2,10702,ID01-FD,424
2023-06-15 18:00:00,Eagu8N,10702,ID02-SV,1060
2023-06-15 18:00:00,jsXHSQ,10702,ID03-MB,1045
2023-06-15 18:00:00,FSyb5p,10703,ID01-FD,562
2023-06-15 18:00:00,A36dU7,10703,ID02-SV,1056
2023-06-15 18:00:00,XqG6go,10703,ID03-MB,404
2023-06-15 18:00:00,TqiCxy,10704,ID01-FD,1125
2023-06-15 18:00:00,itlRq5,10704,ID02-SV,789
2023-06-15 18:00:00,Q3whuH,10704,ID03-MB,78
2023-06-15 18:00:00,tJFiVb,10705,ID01-FD,599
2023-06-15 18:00:00,gL2bqM,10705,ID02-SV,230
2023-06-15 18:00:00,C2tqBZ,10705,ID03-MB,619
2023-06-15 18:00:00,s5iMF4,10706,ID01-FD,761
2023-06-15 18:00:00,EHNmWt,10706,ID02-SV,793
2023-06-15 18:00:00,BHTqi5,10706,ID03-MB,329
2023-06-15 18:00:00,EwDWnF,10707,ID01-FD,327
2023-06-15 18:00:00,3S8izd,10707,ID02-SV,684
2023-06-15 18:00:00,k4CbOQ,10707,ID03-MB,847
2023-06-15 18:00:00,VPkDSA,10708,ID01-FD,819
2023-06-15 18:00:00,mjDCxy,10708,ID02-SV,68
2023-06-15 18:00:00,GSqpNW,10708,ID03-MB,882
2023-06-15 18:00:00,QbqT91,10711,ID01-FD,857
2023-06-15 18:00:00,9jQS4B,10711,ID02-SV,1128
2023-06-15 18:00:00,jFdfxK,10711,ID03-MB,117
2023-06-15 18:00:00,1jlZw8,10712,ID01-FD,588
2023-06-15 18:00:00,2ElKnj,10712,ID02-SV,1010
2023-06-15 18:00:00,1eBAcH,10712,ID03-MB,931
2023-06-15 18:00:00,DVH80q,10714,ID01-FD,130
2023-06-15 18:00:00,MsXq8j,10714,ID02-SV,327
2023-06-15 18:00:00,eLGJih,10714,ID03-MB,314
2023-06-15 18:00:00,4NnQa5,10715,ID01-FD,1046
2023-06-15 18:00:00,VlYprC,10715,ID02-SV,750
2023-06-15 18:00:00,zwBNf7,10715,ID03-MB,429
